TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,tx_hour,tx_day,tx_day_elapsed,is_night,is_weekend,card_tx_count,card_mean_amt,amt_deviation,amt_ratio,P_emaildomain,R_emaildomain,dist1,C1,C2,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D10,D15,M1,M2,M3,M4,M5,M6,id_01,id_02,id_03,id_05,id_06,id_09,id_10,id_11,id_13,id_17,id_19,id_20,DeviceType,isFraud
34.0,4,2616,327.0,150.0,1,102.0,1,330.0,87.0,1,5,173,1,1,4410,270.70255555555553,-0.8711826617587942,0.1251368428628856,322811,510396,11.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,3.0,97.0,2.0,4.0,4.0,4.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
42.95,4,9500,321.0,150.0,3,226.0,2,272.0,87.0,16,0,63,0,0,14162,115.69811926281598,-0.6233872467042921,0.3680436349044517,45250,510396,8.0,8.0,6.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,21.0,6.0,181.0,181.0,20.0,181.0,181.0,181.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
81.95,4,5033,269.0,150.0,2,224.0,2,203.0,87.0,17,5,103,0,1,2604,107.1365291858679,-0.23291416300754975,0.7578382681317818,322811,510396,8.0,12.0,10.0,0.0,7.0,11.0,0.0,0.0,10.0,0.0,7.0,0.0,44.0,9.0,205.0,201.0,202.0,307.0,0.0,307.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.95,4,12544,321.0,150.0,3,226.0,2,337.0,87.0,0,3,17,1,0,6773,108.95817983168463,-0.44569835465358293,0.5452072787287564,322811,510396,96.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
30.0,1,16132,111.0,150.0,3,226.0,2,299.0,87.0,20,3,164,0,0,3929,162.27369585136168,-0.8101347566222715,0.18374055810747916,100934,11842,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,248469.0,0.0,19.0,-33.0,0.0,0.0,100.0,64.0,166.0,321.0,222.0,1,0
16.012,0,10415,555.0,149.0,3,226.0,1,299.0,87.0,15,0,84,0,0,40,51.157,-0.6738309335276185,0.30699618459650674,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-25.0,717825.0,0.0,13.0,-13.0,0.0,0.0,100.0,33.0,225.0,417.0,507.0,1,0
59.0,4,7069,111.0,150.0,2,166.0,2,441.0,87.0,10,0,154,0,0,506,91.64084980237153,-0.3523375473347175,0.6368680784541945,322811,510396,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,14.0,1.0,104.0,104.0,7.0,98.0,306.0,432.0,1,0,0,1,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
40.0,4,7800,268.0,150.0,3,166.0,2,299.0,87.0,8,2,9,0,0,333,72.80966966966966,-0.4445172267604934,0.5419344129165918,322811,510396,8.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,9.0,97.0,9.0,0.0,9.0,9.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
202.884,0,13331,555.0,195.0,2,224.0,2,454.0,69.0,2,1,8,1,0,23,55.45760869565217,2.6112758706994477,3.5935634662405422,45250,27509,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-65.0,269755.0,0.0,2.0,-23.0,0.0,0.0,100.0,49.0,225.0,417.0,507.0,1,0
92.0,4,7207,111.0,150.0,3,226.0,2,204.0,87.0,14,6,41,0,1,2578,140.9443747090768,-0.3448137681355188,0.6481412186186265,322811,510396,957.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,59.0,59.0,59.0,255.0,59.0,59.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
171.0,4,9500,321.0,150.0,3,226.0,2,330.0,87.0,2,5,47,1,1,14162,115.69811926281598,0.4738883632960578,1.4653192449048016,2705,510396,488.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,15.0,14.0,0.0,14.0,14.0,14.0,1,0,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
400.0,2,1333,170.0,150.0,3,195.0,1,299.0,87.0,16,1,15,0,0,372,236.47153494623655,0.688623438976744,1.6844124079568519,36998,20529,8.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-10.0,355445.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,410.0,222.0,0,0
97.95,4,4436,174.0,150.0,3,226.0,2,184.0,87.0,15,4,165,0,0,1947,116.76214997431946,-0.15974699832180242,0.8317613088871092,322811,510396,5.0,7.0,5.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,34.0,4.0,0.0,97.0,8.0,26.0,357.0,499.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
34.0,4,14649,548.0,150.0,3,226.0,2,441.0,87.0,0,0,91,1,0,862,104.08791183294663,-0.6669455183804787,0.323538639287535,100934,510396,86.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,29.0,2.0,26.0,26.0,7.0,269.0,269.0,25.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,1
117.0,4,6741,583.0,150.0,3,195.0,1,123.0,87.0,20,4,172,0,0,996,283.1864578313253,-0.5847796517100855,0.41170153177898305,4033,510396,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,2.0,73.0,73.0,12.0,73.0,73.0,73.0,1,1,1,1,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
72.95,4,1906,199.0,150.0,2,224.0,2,325.0,87.0,15,1,64,0,0,698,112.79896561604585,-0.3501698402997353,0.6410427336056026,322811,510396,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
250.0,4,5427,555.0,150.0,3,226.0,2,512.0,87.0,20,3,45,0,0,6,120.91666666666667,1.0587833219412164,2.0505809979494187,36998,510396,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,1,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
107.95,4,11298,555.0,150.0,3,226.0,2,472.0,87.0,21,5,131,0,1,52,394.98634615384617,-0.7248642508555803,0.2726104095469492,322811,510396,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,1.0,371.0,371.0,40.0,372.0,62.0,372.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,10065,294.0,150.0,2,117.0,2,122.0,87.0,1,2,58,1,0,81,145.8074074074074,-0.5913012765528028,0.40188707805641055,100934,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,138.0,138.0,21.0,137.0,137.0,137.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
14.755,0,13832,375.0,185.0,2,224.0,2,299.0,87.0,21,3,157,0,0,2062,38.826375363724544,-0.6044078865798497,0.3704831249453709,45250,27509,8.0,1.0,7.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,2.0,7.0,1.0,167.0,167.0,7.0,167.0,0.0,140.0,1,1,1,2,0,0,-5.0,121700.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,225.0,266.0,315.0,0,0
35.95,4,10989,360.0,150.0,3,166.0,2,485.0,87.0,1,1,64,1,0,1085,84.63578801843317,-0.5685215158871839,0.41980112324372765,100934,510396,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
108.95,4,17399,111.0,150.0,2,224.0,2,204.0,87.0,20,3,17,0,0,1916,122.02049060542798,-0.10624645163666152,0.88562482122952,322811,510396,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
200.0,2,5619,399.0,150.0,0,198.0,1,204.0,87.0,13,3,24,0,0,14,119.64285714285714,0.6660746003552398,1.6577856719952635,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,127040.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,166.0,312.0,107.0,0,0
102.0,4,18249,360.0,150.0,2,166.0,2,181.0,87.0,1,5,12,1,1,1307,99.56188217291508,0.024244950217743595,1.0143008244874743,100934,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,7322,411.0,150.0,3,226.0,2,122.0,87.0,23,0,49,1,0,364,147.56476923076923,-0.5961357439542039,0.39713318511169954,100934,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
49.0,4,14653,194.0,150.0,2,166.0,2,191.0,87.0,1,3,101,1,0,264,69.76579545454547,-0.29344396288011526,0.692424916377487,322811,510396,8.0,5.0,3.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,7.0,4.0,5.0,5.0,4.0,285.0,331.0,340.0,1,0,0,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
36.735,0,9635,405.0,185.0,3,226.0,1,299.0,87.0,6,3,3,1,0,63,52.7225873015873,-0.29759525936151127,0.6837905961933188,45250,27509,8.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,61.0,61.0,61.0,61.0,0.0,0.0,1,1,1,0,0,0,-5.0,96756.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,225.0,427.0,507.0,0,0
47.95,4,2616,327.0,150.0,1,102.0,1,485.0,87.0,11,1,134,0,0,4410,270.70255555555553,-0.819839751231228,0.1764797533904519,322811,510396,2.0,3.0,6.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,28.0,3.0,273.0,273.0,11.0,293.0,273.0,293.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,10616,583.0,150.0,3,226.0,1,315.0,87.0,9,4,11,0,0,5172,256.98351740139213,-0.7674270022970227,0.22869678107459443,322811,510396,950.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,0.0,0.0,1,1,1,1,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
100.0,2,6739,264.0,150.0,3,226.0,1,337.0,87.0,2,0,56,1,0,57,172.55157894736843,-0.4180404430049614,0.5761975811832065,2705,620,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,422178.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,166.0,100.0,535.0,0,0
76.95,4,10856,268.0,150.0,3,166.0,2,310.0,87.0,0,3,24,1,0,921,89.49484256243214,-0.1386249448832124,0.8503247016194587,322811,510396,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,0.0,0.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
29.0,4,5286,361.0,150.0,3,226.0,1,264.0,87.0,3,6,41,1,1,283,76.41982332155477,-0.6125023448400511,0.37458106665461727,322811,510396,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,0,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
50.0,1,9500,321.0,150.0,3,226.0,2,204.0,87.0,1,2,23,1,0,14162,115.69811926281598,-0.5629749620459363,0.4284559195628075,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,70665.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,312.0,600.0,0,0
35.95,4,2803,100.0,150.0,3,226.0,2,184.0,87.0,15,5,33,0,1,6141,142.68340872822014,-0.742837392799529,0.25020286140343523,322811,510396,548.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,71.0,71.0,48.0,26.0,0.0,71.0,1,0,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
10.634,0,11201,103.0,185.0,3,226.0,2,299.0,87.0,17,4,74,0,0,1379,47.00071573604061,-0.7576286140403363,0.22153836327102144,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
97.95,4,11884,517.0,150.0,2,224.0,2,485.0,87.0,2,0,140,1,0,12,1308.6308333333334,-0.9244443567748417,0.07479206926633905,28289,510396,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,0,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
209.95,4,16132,111.0,150.0,3,226.0,2,299.0,87.0,23,6,97,1,1,3929,162.27369585136168,0.2920023577590909,1.2858776724888417,36998,510396,8.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,1.0,579.0,579.0,12.0,26.0,196.0,579.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
100.0,1,1243,399.0,150.0,0,185.0,1,315.0,87.0,2,2,58,1,0,9,136.66666666666666,-0.2663438256658595,0.7263922518159807,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,0.0,45068.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,312.0,333.0,1,0
200.0,2,15586,128.0,150.0,3,144.0,1,264.0,87.0,13,1,92,0,0,3,150.0,0.33112582781456956,1.3245033112582782,36998,20529,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,0.0,52.0,1,1,1,0,0,0,-5.0,91089.0,0.0,23.0,-1.0,0.0,0.0,100.0,52.0,166.0,529.0,214.0,0,0
54.378,0,15885,545.0,185.0,3,138.0,2,299.0,87.0,2,2,114,1,0,10361,39.455293890551104,0.368869057034197,1.3441504132219575,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-5.0,867675.0,1.0,0.0,-10.0,0.0,0.0,100.0,19.0,225.0,254.0,507.0,0,0
77.0,4,5033,269.0,150.0,2,224.0,2,264.0,87.0,20,1,50,0,0,2604,107.1365291858679,-0.27868962886785875,0.7120628022714728,100934,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,1.0,91.0,91.0,2.0,91.0,91.0,91.0,1,1,1,0,1,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
100.0,2,10057,225.0,150.0,2,224.0,2,441.0,87.0,20,6,139,0,1,3166,120.20926121288693,-0.16673033900761278,0.8250194663290963,100934,510396,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,43740.0,0.0,2.0,0.0,0.0,-5.0,100.0,52.0,166.0,529.0,161.0,0,0
117.0,4,15368,543.0,150.0,2,224.0,2,264.0,87.0,19,5,47,0,1,38,145.6221052631579,-0.1952100279271453,0.7979697180722373,322811,510396,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,17.0,17.0,17.0,26.0,17.0,17.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,16075,514.0,150.0,2,102.0,1,181.0,87.0,18,5,68,0,1,3748,279.8483703308431,-0.7863615874668627,0.21007777232425173,322811,510396,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,119.0,119.0,45.0,26.0,119.0,119.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
57.95,4,6481,111.0,150.0,3,226.0,2,337.0,87.0,15,3,108,0,0,869,141.12871116225548,-0.5852351047305134,0.4077290191834902,322811,510396,17.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,12.0,2.0,421.0,421.0,37.0,191.0,191.0,191.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
11.48,0,13047,555.0,102.0,3,166.0,2,299.0,87.0,17,0,63,0,0,1,11.48,0.0,0.9198717948717948,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-25.0,80619.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,225.0,290.0,401.0,1,0
59.0,4,11597,555.0,150.0,3,226.0,2,184.0,87.0,22,6,90,0,1,12,64.24583333333334,-0.0804010473210295,0.9042723034676543,322811,510396,8.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,95.0,97.0,0.0,26.0,0.0,52.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
130.5,4,17399,111.0,150.0,2,224.0,2,204.0,87.0,20,2,44,0,0,1916,122.02049060542798,0.06892761809712603,1.0607988909633075,100934,510396,8.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,130.0,130.0,16.0,463.0,130.0,463.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
50.0,1,14479,387.0,150.0,3,226.0,1,177.0,87.0,18,6,13,0,1,659,248.12749924127465,-0.7952855459340216,0.20070044516272398,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,161097.0,0.0,5.0,-14.0,0.0,0.0,100.0,49.0,166.0,352.0,222.0,1,0
59.0,4,1450,215.0,150.0,3,166.0,2,204.0,87.0,15,2,79,0,0,188,105.41468085106382,-0.43616802192946497,0.5544347784360261,322811,510396,426.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,44.0,2.0,2.0,2.0,2.0,26.0,114.0,333.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,9992,455.0,150.0,2,126.0,2,204.0,87.0,23,0,175,1,0,1257,99.2380031821798,-0.4014246284320762,0.5885991153751251,322811,510396,0.0,6.0,6.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,5.0,1.0,26.0,6.0,113.0,113.0,4.0,114.0,499.0,114.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
54.0,4,12116,404.0,150.0,2,102.0,1,448.0,87.0,17,5,89,0,1,350,191.41766285714286,-0.7141634547300691,0.2806395171741139,100934,510396,29.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,83.0,2.0,126.0,126.0,2.0,407.0,537.0,306.0,1,1,0,0,1,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
226.0,4,11839,490.0,150.0,3,226.0,2,485.0,87.0,23,1,176,1,0,1940,129.68568969072166,0.736992019074269,1.7293400718536776,322811,510396,8.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1,0,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
171.0,4,9500,321.0,150.0,3,226.0,2,330.0,87.0,14,0,14,0,0,14162,115.69811926281598,0.4738883632960578,1.4653192449048016,100934,510396,8.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,42.0,42.0,11.0,42.0,11.0,42.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
21.0,4,6530,206.0,150.0,2,166.0,2,325.0,87.0,17,5,47,0,1,2714,132.40546647015475,-0.8350892164908265,0.15741483880421112,322811,510396,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,44.0,3.0,203.0,203.0,24.0,63.0,155.0,288.0,1,1,1,1,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
250.0,4,6174,490.0,150.0,3,226.0,2,123.0,87.0,13,2,149,0,0,1112,116.78570503597122,1.1309886452124709,2.1224986506100305,28289,510396,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,50.0,1.0,622.0,622.0,20.0,622.0,622.0,622.0,1,1,0,1,1,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
92.0,4,14509,532.0,150.0,2,226.0,2,428.0,87.0,13,4,60,0,0,111,99.75441441441441,-0.07696352025351089,0.9131113563083548,322811,510396,8.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,262.0,262.0,262.0,262.0,444.0,444.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
315.0,4,5131,111.0,150.0,2,102.0,1,272.0,87.0,15,6,146,0,1,39,227.4802564102564,0.38305166916739714,1.3786749233788926,322811,510396,23.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,97.0,8.0,209.0,209.0,209.0,1,1,1,1,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
35.95,4,8907,390.0,150.0,2,117.0,2,205.0,87.0,17,5,103,0,1,78,98.5548717948718,-0.628847897306987,0.3611073908474646,322811,510396,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,16.0,16.0,5.0,26.0,16.0,16.0,1,1,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
30.199,0,3154,408.0,185.0,2,224.0,2,299.0,87.0,22,1,22,0,0,4614,35.668499566536624,-0.14916071372410458,0.8235679222489748,45250,27509,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-5.0,494531.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,225.0,266.0,305.0,0,0
150.0,2,2803,100.0,150.0,3,226.0,2,472.0,87.0,21,3,164,0,0,6141,142.68340872822014,0.05092161535239831,1.0439618695553625,100934,620,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,86963.0,0.0,0.0,0.0,0.0,0.0,100.0,64.0,166.0,529.0,222.0,1,0
